payment_id;order_id;tipo_pagamento;data_pagamento;valor_pago
279;41728;boleto;25/01/2024;1360.07
280;37893;pix;04/01/2024;1630.76
281;3506;paypal;23/04/2024;1609.71
282;3916;pix;15/05/2024;1683.44
283;37946;pix;19/07/2024;905.52
284;757;boleto;18/07/2024;1109.13
285;21179;paypal;01/01/2024;1143.2
286;24520;cartao_credito;18/08/2024;911.22
287;20440;paypal;09/02/2024;167.1
288;44290;paypal;31/07/2024;1356.82
289;15823;pix;04/09/2024;1322.68
290;28165;boleto;19/03/2024;1824.97
291;32561;paypal;13/01/2024;1919.09
292;19699;paypal;07/09/2024;1957.86
293;4085;cartao_credito;12/06/2024;699.88
294;8996;paypal;19/06/2024;1790.53
295;12151;pix;29/07/2024;561.84
296;330;cartao_credito;22/02/2024;175.55
297;7905;pix;24/02/2024;392.21
298;29083;pix;17/01/2024;945.76
299;22454;boleto;19/05/2024;834.76
300;21550;paypal;02/06/2024;747.05
301;5685;cartao_credito;14/03/2024;1936.07
302;23297;boleto;04/05/2024;1786.47
303;18240;cartao_credito;07/05/2024;776.9
304;4831;cartao_credito;16/02/2024;831.44
305;41688;cartao_credito;19/09/2024;441.9
306;16233;cartao_credito;25/03/2024;828.19
307;29422;boleto;13/07/2024;1044.96
308;24693;cartao_credito;02/08/2024;1559.29
309;15166;pix;05/06/2024;638.12
310;27633;paypal;31/07/2024;202.31
311;34744;boleto;30/01/2024;1964.27
312;38362;boleto;12/07/2024;1815.95
313;8051;boleto;15/07/2024;27.23
314;12669;boleto;16/04/2024;256.02
315;7368;boleto;22/01/2024;1068.9
316;12484;paypal;14/04/2024;1507.66
317;3029;paypal;08/08/2024;1276.62
318;585;pix;09/05/2024;1822.17
319;11758;boleto;13/03/2024;1989.65
320;28506;boleto;28/03/2024;814.38
321;41913;boleto;18/09/2024;944.97
322;14490;paypal;11/07/2024;77.79
323;9083;pix;20/03/2024;1769.59
324;36311;boleto;07/09/2024;1265.5
325;16228;paypal;16/08/2024;801.64
326;33800;paypal;14/08/2024;1055.51
327;24531;pix;01/06/2024;478.53
328;18395;pix;28/06/2024;117.89
329;44938;boleto;10/01/2024;72.06
330;20123;boleto;15/03/2024;1943.93
331;13269;cartao_credito;18/09/2024;1316.76
332;9061;cartao_credito;27/08/2024;1113.96
333;39434;boleto;22/09/2024;1106.88
334;5174;paypal;19/08/2024;781.89
335;24116;boleto;23/07/2024;842.05
336;22748;pix;26/03/2024;931.75
337;7032;paypal;07/08/2024;1422.48
338;9795;pix;05/04/2024;172.82
339;35613;cartao_credito;04/07/2024;1169.49
340;14347;cartao_credito;23/01/2024;93.04
341;28145;pix;13/01/2024;630.6
342;2896;boleto;03/07/2024;1638.96
343;20292;boleto;26/06/2024;1969.04
344;27644;cartao_credito;29/07/2024;1152.14
345;28282;paypal;06/01/2024;781.2
346;22796;pix;14/08/2024;1212.95
347;33979;pix;09/01/2024;1872.16
348;12767;paypal;13/09/2024;1515.61
349;42422;cartao_credito;02/09/2024;827.17
350;19538;cartao_credito;25/05/2024;1397.47
351;2434;paypal;20/09/2024;1807.65
352;39319;boleto;09/06/2024;635.63
353;32683;cartao_credito;17/04/2024;1514.72
354;41477;pix;07/06/2024;1118.81
355;38194;boleto;01/05/2024;455.58
356;20694;boleto;20/03/2024;1731.33
357;4335;paypal;16/01/2024;176.38
358;25072;pix;10/04/2024;500.03
359;26460;paypal;16/06/2024;850.64
360;18497;cartao_credito;20/03/2024;688.6
361;3669;boleto;14/05/2024;404.18
362;60;cartao_credito;23/01/2024;1998.52
363;37217;cartao_credito;18/02/2024;1316.16
364;23709;paypal;07/01/2024;1802.76
365;36822;cartao_credito;28/08/2024;1569.35
366;17293;paypal;05/09/2024;987.91
367;11045;pix;11/03/2024;295.85
368;9172;boleto;11/02/2024;1534.15
369;39835;boleto;13/09/2024;773.25
370;7209;boleto;01/01/2024;1873.55
371;42696;pix;16/05/2024;1611.42
372;41894;boleto;20/05/2024;1160.17
373;17951;paypal;17/05/2024;474.88
374;23631;cartao_credito;15/03/2024;1471.51
375;14367;boleto;10/09/2024;1698.13
376;10949;pix;03/06/2024;51.29
377;40241;paypal;10/08/2024;754.49
378;12402;pix;18/01/2024;1622.72
379;37327;paypal;29/02/2024;208.07
380;43276;boleto;23/03/2024;585.16
381;10070;boleto;29/06/2024;1576.39
382;23288;pix;16/03/2024;1569.05
383;30456;boleto;16/04/2024;1652.03
384;6001;paypal;13/09/2024;1502.2
385;24779;boleto;11/09/2024;1561.11
386;40681;pix;11/04/2024;1437.05
387;16172;pix;01/06/2024;77.2
388;39573;boleto;22/02/2024;394.71
389;42927;pix;10/03/2024;745.7
390;17555;boleto;12/06/2024;411.95
391;19241;boleto;07/06/2024;1608.27
392;14622;cartao_credito;19/05/2024;1637.2
393;16668;pix;28/03/2024;940.62
394;23225;cartao_credito;29/04/2024;438.87
395;6783;pix;04/09/2024;1764.61
396;11631;cartao_credito;11/03/2024;1368.75
397;18207;pix;16/06/2024;882.54
398;13276;paypal;20/08/2024;958.58
399;7397;cartao_credito;01/06/2024;1060.52
400;29460;paypal;04/02/2024;1947.05
401;20430;paypal;24/05/2024;1284.49
402;1481;cartao_credito;24/07/2024;168.93
403;37323;cartao_credito;11/03/2024;815.89
404;37501;boleto;23/04/2024;1283.01
405;24099;boleto;15/07/2024;307.24
406;6082;pix;21/02/2024;233.42
407;16179;pix;06/06/2024;1085.3
408;35292;cartao_credito;19/09/2024;280.8
409;18966;cartao_credito;05/08/2024;1124.91
410;5333;pix;26/01/2024;1281.79
411;37366;boleto;28/02/2024;1614.56
412;3938;boleto;09/03/2024;309.88
413;28681;paypal;03/06/2024;537.22
414;32262;pix;19/05/2024;1283.94
415;28920;paypal;07/05/2024;338.99
416;6603;paypal;30/05/2024;333.78
417;9295;paypal;08/03/2024;22.4
418;7977;cartao_credito;18/07/2024;1653.79
419;12080;paypal;28/04/2024;145.21
420;18828;paypal;26/06/2024;1235.89
421;37912;cartao_credito;30/06/2024;1207.51
422;30209;paypal;22/09/2024;1058.95
423;35051;cartao_credito;18/03/2024;233.14
424;17414;pix;14/04/2024;53.5
425;332;boleto;14/02/2024;1360.65
426;22092;boleto;28/06/2024;646.71
427;28411;boleto;16/02/2024;1749.38
428;28872;cartao_credito;26/07/2024;1616.45
429;23407;pix;25/05/2024;453.88
430;8881;boleto;01/03/2024;244.05
431;28531;paypal;09/03/2024;1051.58
432;43396;boleto;06/07/2024;473.38
433;22645;pix;29/04/2024;1071.01
434;5017;boleto;07/03/2024;1824.2
435;43309;pix;13/03/2024;1308.69
436;22335;paypal;10/05/2024;667.54
437;4015;pix;11/02/2024;1598.53
438;27670;cartao_credito;14/03/2024;862.76
439;5625;paypal;02/01/2024;154.62
440;41497;paypal;30/08/2024;433.93
441;9806;paypal;15/06/2024;87.7
442;26405;pix;06/05/2024;1613.99
443;22050;boleto;13/03/2024;945.62
444;8013;pix;09/03/2024;223.21
445;32296;paypal;29/03/2024;1126.42
446;3696;paypal;19/06/2024;1822.88
447;13519;cartao_credito;26/02/2024;1757.22
448;11406;boleto;11/07/2024;1485.34
449;4759;paypal;25/02/2024;315.59
450;4726;paypal;24/07/2024;64.43
451;41602;boleto;16/02/2024;1723.35
452;30267;paypal;14/03/2024;1745.95
453;28590;pix;02/08/2024;825.82
454;5512;boleto;21/08/2024;609.67
455;19803;cartao_credito;30/08/2024;1546.49
456;29078;boleto;13/07/2024;1695.37
457;25404;boleto;15/03/2024;207.84
458;16957;pix;25/02/2024;241.26
459;9254;cartao_credito;19/01/2024;1316.74
460;18339;pix;12/07/2024;494.29
461;44068;pix;24/05/2024;311.46
462;38522;pix;03/09/2024;1171.54
463;35457;pix;02/05/2024;1705.68
464;4520;paypal;28/05/2024;214.02
465;41418;boleto;16/08/2024;378.11
466;28514;pix;09/02/2024;1922.6
467;28091;cartao_credito;28/03/2024;1987.16
468;33396;paypal;08/06/2024;748.35
469;24244;pix;09/04/2024;225.09
470;8091;cartao_credito;01/07/2024;892.09
471;29937;paypal;17/04/2024;1555.83
472;39076;paypal;25/07/2024;1315.87
473;1706;pix;19/02/2024;1142.11
474;21221;cartao_credito;13/02/2024;41.9
475;21339;cartao_credito;03/09/2024;643.66
476;14803;cartao_credito;22/09/2024;1472.27
477;20582;pix;18/09/2024;613.0
478;24424;boleto;18/08/2024;667.36
479;26366;boleto;03/07/2024;1373.07
480;30776;paypal;14/07/2024;777.82
481;23357;cartao_credito;18/06/2024;558.19
482;43364;cartao_credito;15/03/2024;53.47
483;10881;cartao_credito;14/04/2024;1723.78
484;6392;paypal;09/05/2024;997.95
485;22475;boleto;10/08/2024;920.22
486;31485;pix;04/01/2024;629.21
487;12358;cartao_credito;06/08/2024;366.57
488;35622;cartao_credito;03/05/2024;1704.04
489;25244;cartao_credito;10/05/2024;1205.99
490;29748;pix;19/03/2024;549.46
491;28699;pix;05/08/2024;1161.73
492;14466;paypal;19/09/2024;981.83
493;44944;boleto;30/04/2024;1252.85
494;28979;cartao_credito;08/07/2024;791.01
495;20789;pix;13/04/2024;279.68
496;44170;cartao_credito;13/07/2024;615.87
497;88;cartao_credito;13/02/2024;1369.31
498;20015;boleto;16/08/2024;1926.51
499;19089;boleto;23/01/2024;1799.94
500;9963;boleto;07/06/2024;1783.64
501;3237;paypal;20/08/2024;714.67
502;14017;pix;26/08/2024;1759.92
503;10194;paypal;29/03/2024;1286.85
504;18092;cartao_credito;03/05/2024;296.8
505;13164;cartao_credito;15/01/2024;1888.36
506;42213;pix;09/08/2024;338.07
507;16468;boleto;11/06/2024;1084.66
508;39404;boleto;08/02/2024;591.52
509;28879;paypal;07/04/2024;281.36
510;11718;boleto;19/08/2024;1559.18
511;24062;pix;28/03/2024;320.65
512;42673;cartao_credito;22/01/2024;988.94
513;26995;cartao_credito;28/01/2024;1821.21
514;20940;pix;30/06/2024;604.63
515;24752;pix;01/08/2024;1506.05
516;10227;paypal;27/08/2024;355.28
517;13938;pix;29/08/2024;1832.59
518;6199;boleto;04/08/2024;410.23
519;4423;boleto;23/03/2024;679.06
520;14404;boleto;07/07/2024;1284.48
521;30247;cartao_credito;15/02/2024;1143.59
522;10647;cartao_credito;19/06/2024;238.35
523;22073;boleto;22/09/2024;197.84
524;21249;pix;09/07/2024;644.48
525;21486;pix;31/01/2024;1139.65
526;39535;pix;23/02/2024;1869.52
527;28860;boleto;08/05/2024;298.58
528;12183;boleto;31/07/2024;659.72
529;28358;pix;04/03/2024;153.7
530;40553;cartao_credito;17/04/2024;584.74
531;40358;cartao_credito;22/06/2024;483.18
532;21546;pix;11/04/2024;1903.97
533;12833;paypal;26/04/2024;1401.47
534;32444;paypal;13/09/2024;831.17
535;10522;boleto;03/09/2024;556.16
536;7892;pix;14/06/2024;140.14
537;36387;paypal;16/07/2024;1245.12
538;37033;boleto;12/04/2024;162.85
539;19729;boleto;17/06/2024;1922.26
540;4302;cartao_credito;14/08/2024;1689.67
541;20841;paypal;27/01/2024;541.97
542;35616;pix;15/03/2024;1001.06
543;1683;paypal;26/08/2024;1505.02
544;35915;pix;16/09/2024;390.85
545;7529;boleto;19/09/2024;1116.55
546;20378;cartao_credito;27/01/2024;1501.72
547;7814;cartao_credito;13/05/2024;1001.13
548;43594;boleto;24/04/2024;541.15
549;37105;pix;02/02/2024;1429.14
550;20296;paypal;02/03/2024;558.73
551;21601;boleto;30/01/2024;566.61
552;14509;paypal;30/01/2024;1288.71
553;743;pix;13/07/2024;794.11
554;17426;boleto;05/07/2024;1120.13
555;13924;boleto;25/07/2024;1442.93
556;4077;pix;01/06/2024;684.69
557;8169;cartao_credito;17/01/2024;1697.59
558;24080;cartao_credito;12/07/2024;766.79
559;30748;pix;06/08/2024;1698.85
560;26212;boleto;03/04/2024;1073.25
561;13694;paypal;17/01/2024;354.74
562;4325;cartao_credito;29/07/2024;134.54
563;35831;paypal;16/05/2024;1972.67
564;34703;paypal;01/03/2024;599.57
565;20847;cartao_credito;17/03/2024;992.1
566;37761;pix;29/08/2024;1191.55
567;20521;pix;21/08/2024;1403.87
568;38157;pix;13/01/2024;909.22
569;8038;pix;10/06/2024;180.34
570;2490;boleto;23/05/2024;1374.76
571;25460;pix;29/02/2024;345.0
572;8985;cartao_credito;06/03/2024;1064.36
573;20120;paypal;14/06/2024;800.87
574;28932;paypal;02/08/2024;516.64
575;170;cartao_credito;18/08/2024;298.09
576;28179;pix;25/04/2024;845.95
577;36792;cartao_credito;12/01/2024;39.84
578;25157;paypal;17/02/2024;1382.65
579;35390;paypal;16/02/2024;575.27
580;39842;paypal;13/09/2024;790.99
581;44362;boleto;10/02/2024;1231.51
582;39019;boleto;02/01/2024;1540.77
583;39483;cartao_credito;14/07/2024;1825.64
584;43491;pix;05/02/2024;1859.02
585;10128;paypal;02/03/2024;1964.5
586;36326;pix;09/05/2024;141.64
587;13824;boleto;09/05/2024;256.72
588;24564;cartao_credito;23/09/2024;425.68
589;25069;paypal;09/01/2024;1538.0
590;22386;pix;18/06/2024;74.12
591;27296;pix;27/07/2024;760.52
592;1951;pix;22/07/2024;1597.08
593;7710;paypal;11/02/2024;1067.67
594;5125;boleto;26/01/2024;1317.43
595;3917;pix;12/05/2024;937.66
596;16842;paypal;14/08/2024;1702.68
597;31163;pix;12/06/2024;47.93
598;27305;pix;11/06/2024;619.46
599;6536;paypal;27/01/2024;1138.77
600;31075;boleto;26/05/2024;1833.74
601;36160;pix;10/01/2024;1431.51
602;30464;pix;15/09/2024;531.89
603;9017;pix;21/08/2024;1037.49
604;43250;paypal;18/07/2024;209.18
605;23179;cartao_credito;24/05/2024;558.44
606;24566;cartao_credito;22/04/2024;1539.56
607;42826;paypal;16/05/2024;231.48
608;26044;boleto;26/03/2024;793.59
609;28948;paypal;15/09/2024;166.7
610;41097;boleto;07/08/2024;1952.14
611;24180;paypal;29/01/2024;451.92
612;12890;pix;27/06/2024;1172.77
613;37385;cartao_credito;23/04/2024;239.04
614;39076;pix;08/05/2024;1505.31
615;20922;paypal;16/04/2024;1894.96
616;44681;paypal;13/05/2024;755.23
617;5473;pix;03/07/2024;1497.58
618;23403;cartao_credito;23/05/2024;40.91
619;13907;boleto;09/08/2024;703.83
620;40533;paypal;08/03/2024;1910.95
621;27125;cartao_credito;25/08/2024;1449.59
622;4419;boleto;17/09/2024;1719.73
623;20836;cartao_credito;03/05/2024;1696.6
624;739;boleto;06/04/2024;1881.43
625;12892;pix;10/01/2024;368.74
626;11294;pix;28/08/2024;1252.39
627;2209;boleto;07/08/2024;332.19
628;32355;pix;27/06/2024;402.89
629;34094;boleto;06/08/2024;1946.91
630;6946;boleto;29/03/2024;1372.84
631;18362;boleto;03/03/2024;1534.03
632;17632;paypal;17/06/2024;562.25
633;44289;pix;21/02/2024;393.73
634;8690;pix;10/08/2024;1846.94
635;1672;cartao_credito;04/05/2024;1871.24
636;36165;cartao_credito;11/03/2024;89.63
637;15376;boleto;26/03/2024;855.57
638;6767;boleto;01/04/2024;1389.07
639;10440;boleto;25/08/2024;520.96
640;29527;boleto;04/05/2024;965.95
641;8742;pix;06/06/2024;746.89
642;241;cartao_credito;22/03/2024;1640.7
643;69;cartao_credito;19/04/2024;1319.66
644;158;boleto;11/03/2024;761.14
645;32550;boleto;30/07/2024;188.58
646;38210;boleto;17/02/2024;304.01
647;26695;cartao_credito;10/01/2024;1841.54
648;31958;pix;09/03/2024;1715.97
649;13593;cartao_credito;25/08/2024;951.05
650;35355;boleto;08/08/2024;1636.12
651;37947;paypal;02/07/2024;719.61
652;41064;cartao_credito;30/07/2024;1903.91
653;18765;pix;27/03/2024;1378.85
654;33025;boleto;14/04/2024;1780.14
655;11779;pix;27/06/2024;378.86
656;31433;boleto;22/03/2024;204.32
657;8975;paypal;08/05/2024;1524.3
658;44152;cartao_credito;11/01/2024;1200.51
659;3041;cartao_credito;27/08/2024;917.84
660;11946;boleto;09/02/2024;1188.36
661;32113;pix;18/04/2024;367.78
662;9589;boleto;09/08/2024;1140.55
663;31419;pix;08/09/2024;956.71
664;1728;pix;15/04/2024;970.4
665;40850;paypal;24/05/2024;1522.36
666;19669;cartao_credito;16/04/2024;47.52
