order_id;customer_id;product_id;quantidade;preco_total;data_pedido;status
214;5816;41603;4;912.59;24/01/2024;pendente
215;10860;29910;1;255.62;01/01/2024;entregue
216;30394;27890;5;764.57;01/05/2024;entregue
217;13831;11469;3;1523.79;13/09/2024;pendente
218;37821;21436;1;1692.67;29/07/2024;entregue
219;1631;40296;5;520.0;20/06/2024;enviado
220;42694;2085;4;1292.05;09/08/2024;enviado
221;302;39296;4;1930.77;15/03/2024;enviado
222;20028;41771;3;232.23;12/04/2024;enviado
223;44547;26661;4;1342.9;13/03/2024;pendente
224;5598;6437;2;1227.93;11/01/2024;pendente
225;18302;26760;5;713.82;07/07/2024;enviado
226;37505;22512;4;422.52;30/07/2024;enviado
227;6748;20782;5;1956.39;16/01/2024;cancelado
228;12151;29257;5;809.85;30/08/2024;pendente
229;38646;31036;1;408.21;11/01/2024;pendente
230;35414;20436;3;186.6;31/01/2024;entregue
231;38928;36571;5;814.28;30/01/2024;cancelado
232;12470;21460;2;1421.59;03/09/2024;entregue
233;20565;4592;3;1003.06;12/01/2024;entregue
234;17530;7577;2;1455.48;22/04/2024;enviado
235;21159;10821;5;1453.28;10/05/2024;enviado
236;40943;5031;5;1416.83;15/04/2024;enviado
237;30122;36662;4;91.16;19/07/2024;entregue
238;38865;6102;5;1694.84;06/01/2024;cancelado
239;6091;9572;4;1601.6;30/07/2024;entregue
240;27;9951;2;729.33;13/02/2024;pendente
241;10981;17238;1;1778.96;30/01/2024;pendente
242;16031;2359;1;1959.41;21/05/2024;pendente
243;28297;29102;1;79.57;16/05/2024;pendente
244;12758;26138;3;619.9;10/05/2024;pendente
245;43401;36459;1;1470.64;05/06/2024;pendente
246;1123;1510;5;1783.17;11/04/2024;cancelado
247;26167;32941;2;1005.29;15/08/2024;entregue
248;25530;16252;3;1029.74;20/05/2024;cancelado
249;25563;22843;5;1567.26;26/02/2024;entregue
250;35731;19089;1;487.19;23/01/2024;entregue
251;667;18029;1;1101.91;29/04/2024;cancelado
252;23117;33916;4;1297.31;10/04/2024;cancelado
253;30862;17971;4;435.47;21/04/2024;entregue
254;5730;22089;3;1386.14;16/02/2024;cancelado
255;23749;34716;1;498.2;21/02/2024;enviado
256;44310;38441;5;586.49;19/04/2024;enviado
257;44569;36177;2;216.87;05/03/2024;enviado
258;2375;28038;1;1171.34;02/06/2024;entregue
259;9278;33831;2;1512.48;05/02/2024;cancelado
260;29978;27795;3;1731.41;24/08/2024;cancelado
261;33698;31143;3;1496.32;14/08/2024;entregue
262;4890;2888;3;343.73;17/01/2024;entregue
263;23075;435;1;644.66;05/08/2024;enviado
264;8374;28082;5;30.96;15/08/2024;entregue
265;731;33789;1;1517.59;17/05/2024;pendente
266;13597;4857;1;1821.98;08/07/2024;enviado
267;23856;20502;2;1576.06;20/06/2024;entregue
268;37093;2045;1;1446.24;28/02/2024;entregue
269;33724;21058;5;1697.46;30/05/2024;cancelado
270;17356;8702;4;1713.54;05/04/2024;pendente
271;34020;20840;3;471.75;12/07/2024;entregue
272;33370;4933;3;78.03;12/03/2024;enviado
273;34299;25329;4;899.87;09/09/2024;cancelado
274;40966;44025;3;1745.61;28/08/2024;entregue
275;13701;3622;2;1001.4;03/08/2024;enviado
276;28884;5304;4;1250.87;04/07/2024;entregue
277;24506;42967;3;918.91;06/07/2024;entregue
278;36586;22075;1;149.23;04/01/2024;pendente
279;18514;40952;2;956.73;31/08/2024;enviado
280;12423;20967;4;1130.28;22/02/2024;entregue
281;16179;11834;3;589.05;31/03/2024;pendente
282;24729;21083;1;707.32;31/08/2024;entregue
283;40817;14226;1;1293.45;26/07/2024;pendente
284;40870;27687;3;266.85;31/07/2024;entregue
285;20728;18626;1;1334.39;17/06/2024;entregue
286;30056;26532;5;1346.16;16/07/2024;pendente
287;10181;28605;2;1118.39;13/07/2024;cancelado
288;16933;10785;4;1938.63;11/07/2024;enviado
289;24457;2955;1;1868.16;22/01/2024;cancelado
290;38985;10671;4;1851.41;07/04/2024;enviado
291;18799;4118;5;1986.72;06/01/2024;enviado
292;25101;17908;3;1112.4;09/09/2024;cancelado
293;36436;28753;4;741.8;30/08/2024;pendente
294;38561;44062;2;422.01;01/03/2024;cancelado
295;39835;35873;3;944.2;12/06/2024;pendente
296;31133;43555;1;827.21;12/02/2024;enviado
297;18072;17558;4;1685.54;02/01/2024;entregue
298;25728;43743;5;510.89;08/09/2024;pendente
299;32056;28636;3;466.3;06/04/2024;cancelado
300;7559;16059;2;1050.83;18/05/2024;pendente
301;11247;35927;3;54.27;20/04/2024;pendente
302;26701;36773;3;78.88;05/05/2024;cancelado
303;17791;31998;4;525.15;28/05/2024;pendente
304;8084;15722;4;409.77;15/07/2024;cancelado
305;36364;44083;4;1375.68;26/02/2024;entregue
306;3442;11837;1;1417.22;25/08/2024;cancelado
307;25520;26797;2;1564.63;21/09/2024;cancelado
308;35752;20504;5;1812.84;27/04/2024;enviado
309;39662;10547;5;430.07;18/09/2024;entregue
310;35381;23405;1;1448.79;17/06/2024;entregue
311;17015;3497;1;1253.38;07/06/2024;enviado
312;16459;36579;4;1458.8;02/05/2024;pendente
313;27461;42308;3;1410.72;28/02/2024;enviado
314;44838;20710;4;1597.84;26/02/2024;entregue
315;33036;32494;1;628.96;29/05/2024;enviado
316;27147;34319;1;673.5;25/02/2024;cancelado
317;16356;14410;2;397.86;02/03/2024;pendente
318;10965;38027;5;662.34;02/03/2024;enviado
319;18229;14940;2;802.75;05/07/2024;pendente
320;21063;6745;1;906.49;11/05/2024;pendente
321;26616;9528;5;131.8;24/03/2024;enviado
322;15925;40223;1;1642.25;09/06/2024;enviado
323;21149;11383;1;442.47;09/04/2024;enviado
324;43437;10959;4;47.23;04/01/2024;enviado
325;24787;6116;3;491.22;23/08/2024;pendente
326;10041;16874;1;995.08;23/05/2024;entregue
327;8184;41376;2;369.97;31/08/2024;enviado
328;13705;6971;2;420.42;25/04/2024;entregue
329;16908;34865;2;65.09;22/04/2024;pendente
330;24126;14551;1;1770.73;09/04/2024;enviado
331;6869;43851;3;1616.92;28/08/2024;pendente
332;21588;3885;3;324.1;19/03/2024;cancelado
333;33039;16708;1;879.64;28/03/2024;enviado
334;13684;29147;5;332.48;19/09/2024;enviado
335;12489;36501;5;724.17;30/05/2024;cancelado
336;17609;15459;3;420.98;07/01/2024;entregue
337;16825;12406;5;1302.26;14/05/2024;cancelado
338;32436;28202;2;1032.54;11/05/2024;entregue
339;17924;25871;5;291.4;17/07/2024;enviado
340;31148;36875;4;228.47;08/01/2024;pendente
341;25502;16674;4;245.51;25/01/2024;enviado
342;11002;7731;1;218.28;29/03/2024;entregue
343;8238;35854;4;1994.51;06/06/2024;entregue
344;37559;19331;3;1524.45;07/09/2024;cancelado
345;27233;35764;5;1821.46;07/07/2024;entregue
346;12495;38988;2;1928.2;03/05/2024;pendente
347;12789;5994;2;1238.58;09/05/2024;cancelado
348;5972;23156;1;1769.55;04/08/2024;enviado
349;37526;41930;5;499.09;21/02/2024;pendente
350;6210;23514;5;1351.97;03/09/2024;pendente
351;1041;33109;5;1430.93;27/04/2024;entregue
352;15560;26220;2;838.79;15/02/2024;cancelado
353;23026;3995;3;1743.55;29/08/2024;cancelado
354;32985;8356;3;1623.72;28/06/2024;pendente
355;12230;32906;2;1647.76;10/08/2024;pendente
356;4300;6744;1;1583.66;02/03/2024;enviado
357;38488;42371;5;1912.17;14/03/2024;cancelado
358;34896;36742;1;1737.62;28/04/2024;pendente
359;42303;36775;3;536.06;04/06/2024;enviado
360;24646;767;2;627.18;20/03/2024;cancelado
361;18286;10472;4;1101.36;16/02/2024;cancelado
362;16523;14047;5;631.74;18/04/2024;enviado
363;20713;35431;3;546.17;15/08/2024;cancelado
364;20182;25768;4;482.59;23/04/2024;entregue
365;43193;19692;2;993.05;20/07/2024;pendente
366;15470;35126;2;1694.47;22/08/2024;enviado
367;9859;14028;2;1602.74;23/06/2024;enviado
368;3454;37143;4;1078.02;09/09/2024;pendente
369;38950;18665;3;1442.0;23/08/2024;entregue
370;16267;8303;3;1828.86;30/08/2024;cancelado
371;32480;22749;2;1207.35;21/09/2024;pendente
372;21399;6020;2;32.05;26/04/2024;entregue
373;39630;21525;1;1176.86;09/02/2024;cancelado
374;8104;13406;5;1439.67;29/05/2024;entregue
375;40362;42752;1;137.69;15/06/2024;enviado
376;41438;37830;4;1233.67;24/08/2024;entregue
377;16815;28611;4;321.07;30/05/2024;entregue
378;41107;3427;5;728.96;01/07/2024;pendente
379;40877;38860;3;356.54;20/04/2024;cancelado
380;20212;37350;1;1920.91;01/06/2024;cancelado
381;21740;17662;5;1408.32;28/07/2024;pendente
382;42713;28348;3;50.86;06/03/2024;entregue
383;16659;19291;3;1366.3;06/09/2024;cancelado
384;23455;35503;5;1856.72;27/04/2024;cancelado
385;36554;38638;2;853.78;10/02/2024;pendente
386;5103;30125;5;1094.57;04/08/2024;entregue
387;17253;32149;1;1559.71;29/03/2024;pendente
388;12769;6116;1;1456.66;10/07/2024;cancelado
389;16862;42863;3;1974.58;19/08/2024;entregue
390;43704;36540;4;1653.33;04/09/2024;entregue
391;43951;15144;1;1362.22;11/05/2024;pendente
392;35972;27863;3;995.65;02/08/2024;enviado
393;20999;42972;3;464.66;01/01/2024;pendente
394;41239;7466;5;1207.67;02/05/2024;pendente
395;11784;20763;3;174.52;17/06/2024;enviado
396;24074;37423;2;1504.13;22/08/2024;pendente
397;32421;4811;4;1424.56;17/09/2024;entregue
398;24469;44993;4;532.25;14/07/2024;pendente
399;20868;147;4;1854.29;13/04/2024;entregue
400;33337;39384;4;891.99;28/06/2024;cancelado
401;43576;30231;5;445.29;19/09/2024;enviado
402;28055;11104;1;1558.91;27/04/2024;pendente
403;37556;21064;5;66.43;26/03/2024;enviado
404;27299;37247;3;35.22;12/03/2024;cancelado
405;7534;3888;3;413.5;26/06/2024;enviado
406;11191;41834;2;1632.46;04/03/2024;cancelado
407;39481;9543;5;1550.81;24/06/2024;pendente
408;21670;18093;4;1664.66;08/08/2024;entregue
409;35930;2586;1;667.82;18/09/2024;entregue
410;42163;44299;2;38.31;08/04/2024;cancelado
411;14848;9248;4;680.16;25/08/2024;cancelado
412;39945;42215;3;52.2;07/06/2024;pendente
413;2013;4426;5;1562.63;22/04/2024;cancelado
414;17060;16138;1;1899.98;16/03/2024;enviado
415;38481;19317;5;768.5;19/07/2024;pendente
416;26245;5254;1;113.11;10/02/2024;pendente
417;9936;18269;3;187.87;12/09/2024;pendente
418;19983;20773;4;1849.46;24/01/2024;pendente
419;33090;6746;1;917.55;17/08/2024;pendente
420;30348;36949;5;1872.02;31/05/2024;cancelado
421;2849;26826;1;20.02;11/01/2024;cancelado
422;145;13968;4;416.92;05/02/2024;cancelado
423;1060;18768;2;263.05;30/06/2024;enviado
424;25463;31094;2;1436.87;11/03/2024;pendente
425;2416;44010;3;1822.7;25/01/2024;enviado
426;34452;16334;5;1750.72;09/07/2024;enviado
427;32423;904;3;257.17;01/07/2024;enviado
428;39392;35663;1;887.73;16/04/2024;entregue
429;29072;28130;1;216.98;09/04/2024;cancelado
430;20831;39334;3;1362.04;20/08/2024;pendente
431;15656;39406;5;329.72;20/04/2024;entregue
432;26901;36455;5;658.19;22/03/2024;pendente
433;35982;37866;5;41.78;12/05/2024;cancelado
434;20006;3212;1;641.25;08/06/2024;cancelado
435;6990;3770;3;1074.85;04/01/2024;cancelado
436;35866;14723;4;1738.6;08/06/2024;enviado
437;42281;18726;2;1064.61;31/07/2024;enviado
438;30193;31516;1;395.48;23/05/2024;cancelado
439;25375;1329;2;154.59;03/02/2024;cancelado
440;4860;40454;2;1133.74;13/03/2024;cancelado
441;25813;10122;5;1107.09;22/02/2024;pendente
442;27083;44031;5;1823.59;06/07/2024;entregue
443;23925;37574;1;512.42;15/06/2024;pendente
444;44480;25205;2;1769.05;17/05/2024;entregue
445;44352;16885;4;976.15;12/02/2024;cancelado
446;13044;42112;3;398.94;30/03/2024;pendente
447;24513;11068;5;1574.89;10/08/2024;cancelado
448;12610;18490;1;264.85;11/08/2024;enviado
449;732;21218;5;449.63;04/04/2024;cancelado
450;22507;43632;3;1452.11;26/01/2024;cancelado
451;6238;5508;1;495.46;17/04/2024;cancelado
452;8760;20927;1;1351.43;30/03/2024;enviado
453;44087;29373;3;101.69;02/07/2024;pendente
454;22830;3887;5;1352.93;14/07/2024;entregue
455;16483;18476;2;749.72;06/08/2024;enviado
456;9675;25639;4;232.17;29/02/2024;cancelado
457;20195;24967;4;467.01;09/09/2024;pendente
458;2564;17509;5;142.27;26/03/2024;entregue
459;42754;2532;1;184.93;01/05/2024;enviado
460;38731;34088;3;1332.49;29/01/2024;entregue
461;39840;31613;4;25.91;03/05/2024;pendente
462;4351;14920;3;1545.44;18/06/2024;entregue
463;22656;33689;5;865.59;03/07/2024;pendente
464;6022;31591;4;456.43;05/02/2024;entregue
465;39101;19916;3;1647.9;01/04/2024;enviado
466;1220;22153;5;566.69;11/03/2024;entregue
467;5732;14289;3;386.83;25/05/2024;enviado
468;22617;22166;5;21.42;10/06/2024;cancelado
469;20596;12155;1;1251.18;03/03/2024;cancelado
470;35119;2025;4;1732.83;05/02/2024;entregue
471;11602;9637;5;1887.31;18/07/2024;entregue
472;43140;18741;5;202.22;13/07/2024;cancelado
473;16769;33792;5;1142.53;30/07/2024;enviado
474;38423;25487;5;383.57;24/08/2024;pendente
475;1967;38261;3;1849.92;17/02/2024;cancelado
476;2009;8180;2;466.4;07/05/2024;entregue
477;2226;19823;1;1626.94;12/08/2024;entregue
478;32035;9620;2;726.09;21/05/2024;entregue
479;6824;18094;1;481.59;18/04/2024;cancelado
480;19810;31762;4;378.16;05/08/2024;cancelado
481;41371;28963;3;1824.94;15/09/2024;cancelado
482;40486;36476;5;781.19;26/01/2024;enviado
483;44347;6682;4;1446.76;01/06/2024;cancelado
484;5693;38461;3;40.34;16/02/2024;enviado
485;24996;43093;2;1387.8;31/03/2024;pendente
486;36899;82;5;1161.79;04/09/2024;pendente
487;12695;40924;1;1306.58;14/04/2024;cancelado
488;21667;3515;2;849.84;23/04/2024;cancelado
489;5275;16413;5;659.56;20/04/2024;enviado
490;43816;40744;5;1340.86;06/08/2024;entregue
491;42405;13576;1;1429.13;22/03/2024;pendente
492;2616;7960;2;1587.4;19/02/2024;entregue
493;11825;5016;1;1033.71;30/08/2024;entregue
494;371;15686;2;934.44;03/02/2024;enviado
495;17867;35426;1;1731.34;26/04/2024;cancelado
496;11770;10066;2;1903.99;08/05/2024;entregue
497;31179;15468;2;814.33;22/06/2024;pendente
498;2791;31337;1;1111.06;10/09/2024;cancelado
499;27644;36543;3;400.27;15/06/2024;enviado
500;8839;34598;3;430.21;27/01/2024;entregue
501;42805;23525;4;1483.62;31/03/2024;pendente
502;37704;22282;3;985.59;01/09/2024;pendente
503;17311;34364;2;1272.59;02/04/2024;entregue
504;20965;189;1;1259.12;19/06/2024;cancelado
505;37582;30907;1;1043.07;27/01/2024;entregue
506;24524;23227;3;1391.52;22/04/2024;enviado
507;3369;36364;2;1038.71;01/03/2024;cancelado
508;17898;35061;5;1399.35;15/09/2024;enviado
509;39635;30136;2;1234.64;06/06/2024;entregue
510;25007;28350;5;378.9;16/02/2024;pendente
511;9719;1261;1;1862.25;22/05/2024;cancelado
512;24432;11196;4;1073.34;29/03/2024;cancelado
513;11670;27207;1;1647.88;26/05/2024;cancelado
514;11163;23402;4;263.13;18/02/2024;cancelado
515;41872;35376;3;1717.08;29/08/2024;entregue
516;35698;41697;5;1686.42;25/08/2024;pendente
517;26700;36099;3;358.39;05/07/2024;enviado
518;42672;15770;3;227.02;07/03/2024;pendente
519;1061;42607;1;225.14;22/08/2024;cancelado
520;21033;39603;2;323.97;05/03/2024;pendente
521;13771;31310;2;1674.59;15/02/2024;pendente
522;36644;31106;3;1886.09;19/02/2024;pendente
523;30771;34735;4;975.55;31/08/2024;cancelado
524;6109;31401;2;1637.3;15/07/2024;enviado
525;21115;32443;3;803.0;23/05/2024;cancelado
526;478;4896;3;471.03;19/01/2024;entregue
527;20446;5251;1;1521.34;10/06/2024;cancelado
528;6976;36019;2;794.5;21/05/2024;pendente
529;25023;4281;4;897.2;27/08/2024;entregue
530;22126;37488;5;966.5;28/06/2024;pendente
531;10686;36636;1;233.86;21/08/2024;enviado
532;32032;42545;2;536.27;19/04/2024;pendente
533;30794;10650;4;77.57;09/02/2024;enviado
534;5456;42550;5;1212.79;06/03/2024;entregue
535;5455;21162;4;613.08;17/06/2024;pendente
536;5343;30339;1;187.07;02/01/2024;cancelado
537;38523;43398;2;1224.18;11/04/2024;enviado
538;14830;20538;1;968.99;28/03/2024;cancelado
539;11924;29513;4;655.74;22/03/2024;pendente
540;15163;38375;1;605.87;01/08/2024;cancelado
541;33447;28405;5;619.68;14/07/2024;pendente
