product_id;nome_do_produto;categoria;preço;estoque
186;unit;Moveis;256.24;7
187;wear;Moveis;61.27;100
188;ability;Moveis;21.99;4
189;design;Moveis;373.76;84
190;possible;Moveis;64.41;2
191;small;Livros;863.53;28
192;chair;Moveis;99.46;44
193;shake;Eletronicos;448.63;15
194;five;Roupas;407.41;74
195;exist;Livros;695.92;67
196;likely;Roupas;349.18;12
197;perform;Eletronicos;404.98;51
198;recognize;Eletronicos;188.5;76
199;rest;Roupas;117.63;55
200;thus;Eletronicos;89.65;66
201;poor;Livros;122.96;20
202;himself;Livros;327.91;56
203;hard;Roupas;824.63;74
204;hit;Moveis;765.86;77
205;subject;Roupas;197.77;20
206;including;Roupas;907.51;94
207;specific;Roupas;917.57;28
208;state;Moveis;560.92;19
209;value;Roupas;368.9;26
210;draw;Livros;432.26;10
211;rule;Moveis;877.17;68
212;suffer;Moveis;43.48;88
213;exactly;Eletronicos;419.14;79
214;six;Roupas;310.71;5
215;job;Moveis;809.86;62
216;learn;Roupas;347.63;7
217;drug;Moveis;638.47;36
218;bank;Livros;419.91;21
219;from;Eletronicos;642.72;21
220;majority;Eletronicos;189.5;6
221;view;Roupas;748.99;42
222;while;Moveis;106.33;94
223;score;Moveis;790.4;18
224;source;Moveis;817.71;51
225;senior;Roupas;66.57;4
226;down;Livros;458.7;21
227;nor;Livros;618.42;51
228;follow;Eletronicos;72.05;12
229;kid;Roupas;289.26;50
230;ahead;Roupas;758.89;77
231;like;Livros;545.82;12
232;treatment;Livros;801.61;16
233;alone;Roupas;658.52;90
234;bit;Eletronicos;175.58;71
235;in;Moveis;86.87;74
236;dinner;Moveis;830.08;90
237;effort;Roupas;123.36;5
238;information;Livros;610.37;40
239;commercial;Livros;938.4;90
240;early;Moveis;879.05;91
241;who;Eletronicos;489.02;29
242;opportunity;Moveis;611.44;25
243;born;Moveis;465.17;86
244;price;Eletronicos;301.61;45
245;tell;Roupas;401.7;52
246;art;Livros;117.24;46
247;model;Eletronicos;862.72;95
248;rather;Moveis;942.05;14
249;number;Eletronicos;470.01;5
250;day;Moveis;17.32;88
251;idea;Livros;979.62;87
252;white;Roupas;362.48;75
253;cultural;Eletronicos;510.75;37
254;machine;Eletronicos;954.84;31
255;enter;Roupas;548.48;35
256;network;Livros;320.2;30
257;expert;Moveis;674.96;29
258;sit;Eletronicos;470.15;91
259;plant;Roupas;422.99;23
260;cup;Moveis;133.45;30
261;which;Moveis;832.62;77
262;down;Livros;169.55;60
263;seven;Roupas;67.28;19
264;money;Moveis;977.97;55
265;hundred;Moveis;892.7;44
266;girl;Livros;363.6;46
267;interesting;Livros;299.59;64
268;success;Roupas;178.71;30
269;player;Eletronicos;923.71;61
270;choose;Livros;475.6;71
271;ground;Roupas;419.07;3
272;player;Roupas;851.99;17
273;five;Moveis;776.79;51
274;something;Livros;883.21;84
275;newspaper;Livros;975.57;6
276;picture;Livros;337.82;17
277;student;Moveis;516.52;18
278;business;Roupas;802.91;43
279;many;Moveis;656.07;94
280;almost;Eletronicos;376.41;48
281;production;Moveis;946.3;9
282;dinner;Moveis;685.79;57
283;people;Livros;783.53;90
284;though;Roupas;16.36;45
285;shoulder;Livros;600.06;75
286;three;Livros;281.25;15
287;could;Moveis;168.05;72
288;cause;Eletronicos;685.59;31
289;account;Livros;520.66;8
290;through;Roupas;778.17;62
291;party;Eletronicos;404.52;67
292;Mr;Eletronicos;184.85;37
293;hard;Eletronicos;374.59;70
294;main;Livros;44.51;95
295;opportunity;Roupas;861.42;86
296;young;Livros;244.36;40
297;run;Eletronicos;556.6;65
298;event;Eletronicos;61.01;8
299;sure;Roupas;695.0;55
300;policy;Moveis;342.49;79
301;occur;Roupas;951.58;3
302;attention;Roupas;684.86;92
303;office;Livros;321.59;64
304;increase;Eletronicos;878.63;4
305;oil;Roupas;621.13;100
306;who;Moveis;712.22;52
307;fall;Moveis;135.14;3
308;surface;Eletronicos;769.78;40
309;present;Moveis;277.01;10
310;economic;Roupas;271.72;55
311;expect;Livros;139.6;1
312;red;Eletronicos;30.88;35
313;win;Livros;845.57;70
314;onto;Roupas;130.6;91
315;generation;Roupas;962.38;12
316;hear;Moveis;275.44;54
317;stock;Livros;447.4;16
318;environmental;Eletronicos;183.41;94
319;he;Roupas;918.91;46
320;necessary;Livros;187.86;2
321;similar;Roupas;25.3;39
322;control;Moveis;864.42;25
323;right;Livros;201.37;93
324;very;Livros;178.54;72
325;want;Eletronicos;861.78;65
326;strategy;Moveis;341.21;14
327;house;Eletronicos;31.38;56
328;room;Livros;391.13;66
329;hand;Eletronicos;132.18;42
330;glass;Moveis;609.0;2
331;international;Livros;68.08;23
332;century;Roupas;334.96;72
333;finally;Eletronicos;864.4;90
334;prove;Livros;966.37;10
335;almost;Moveis;522.81;29
336;skill;Roupas;732.49;35
337;beautiful;Livros;86.08;7
338;car;Moveis;315.88;75
339;shake;Livros;618.22;11
340;specific;Roupas;894.96;67
341;which;Livros;22.59;60
342;piece;Roupas;189.53;61
343;avoid;Roupas;257.48;14
344;on;Moveis;876.44;94
345;collection;Moveis;842.03;79
346;with;Livros;778.59;28
347;appear;Roupas;558.19;96
348;rate;Moveis;280.18;47
349;job;Roupas;276.75;14
350;her;Livros;960.33;59
351;third;Eletronicos;795.46;4
352;green;Roupas;360.82;98
353;method;Moveis;776.6;57
354;nothing;Roupas;351.5;49
355;nation;Roupas;566.95;75
356;evening;Eletronicos;809.45;96
357;on;Eletronicos;93.89;72
358;store;Moveis;388.24;69
359;only;Eletronicos;409.11;79
360;skin;Roupas;702.45;67
361;large;Eletronicos;817.01;92
362;marriage;Moveis;346.92;0
363;anyone;Moveis;988.64;56
364;along;Moveis;757.78;13
365;floor;Moveis;761.04;31
366;they;Moveis;988.4;18
367;also;Eletronicos;50.45;43
368;task;Livros;391.59;58
369;the;Livros;297.09;76
370;matter;Moveis;557.38;38
371;appear;Livros;122.92;41
372;time;Livros;89.54;84
373;try;Eletronicos;254.09;25
374;could;Eletronicos;709.02;8
375;return;Moveis;848.55;1
376;expect;Moveis;644.15;78
377;most;Roupas;445.89;44
378;season;Roupas;280.22;34
379;president;Roupas;389.85;38
380;view;Moveis;461.19;57
381;author;Roupas;59.74;69
382;sure;Eletronicos;503.7;50
383;charge;Moveis;269.83;36
384;reality;Livros;336.35;88
385;position;Moveis;849.46;5
386;upon;Eletronicos;873.73;8
387;perhaps;Roupas;861.34;88
388;blue;Moveis;316.71;24
389;stage;Moveis;548.49;78
390;color;Livros;236.37;85
391;will;Roupas;755.82;94
392;moment;Livros;730.12;50
393;bag;Roupas;247.59;13
394;despite;Roupas;944.75;38
395;involve;Roupas;531.11;37
396;weight;Roupas;342.31;35
397;reason;Roupas;136.3;40
398;strategy;Moveis;19.12;24
399;pull;Eletronicos;547.03;22
400;middle;Moveis;474.26;7
401;present;Roupas;256.69;25
402;federal;Livros;681.02;5
403;building;Roupas;423.63;1
404;music;Eletronicos;665.19;45
405;least;Livros;850.19;69
406;modern;Eletronicos;735.55;99
407;store;Eletronicos;476.4;96
408;audience;Roupas;85.08;99
409;beyond;Eletronicos;738.78;23
410;its;Roupas;498.82;72
411;view;Roupas;336.71;20
412;professional;Livros;524.76;18
413;authority;Roupas;808.08;39
414;lose;Moveis;541.92;25
415;environment;Eletronicos;417.56;0
416;law;Roupas;967.46;26
417;always;Moveis;44.74;29
418;quite;Roupas;577.32;20
419;I;Eletronicos;923.07;19
420;parent;Eletronicos;346.17;69
421;street;Roupas;320.59;58
422;much;Moveis;843.56;47
423;short;Roupas;710.89;62
424;range;Eletronicos;75.7;95
425;small;Moveis;626.38;33
426;hold;Eletronicos;386.82;16
427;although;Eletronicos;587.63;48
428;whom;Moveis;121.59;41
429;including;Livros;860.77;31
430;lot;Eletronicos;976.26;63
431;program;Moveis;544.91;100
432;floor;Livros;765.29;31
433;here;Moveis;355.2;92
434;fight;Eletronicos;298.65;68
435;what;Roupas;222.86;56
436;second;Roupas;982.73;76
437;ten;Moveis;840.98;25
438;stay;Roupas;985.05;79
439;finish;Roupas;588.14;13
440;speech;Moveis;412.83;51
441;understand;Roupas;249.17;26
442;body;Livros;704.14;44
443;laugh;Eletronicos;453.9;15
444;receive;Roupas;87.38;27
445;admit;Livros;949.47;100
446;seat;Roupas;68.71;28
447;Democrat;Eletronicos;45.29;70
448;future;Roupas;423.02;48
449;happen;Roupas;389.02;91
450;degree;Roupas;77.66;20
451;picture;Livros;875.01;50
452;after;Roupas;608.48;71
453;director;Moveis;58.11;46
454;investment;Livros;765.58;70
455;management;Roupas;607.73;10
456;but;Roupas;258.78;61
457;happy;Livros;298.88;35
458;how;Moveis;32.84;72
459;door;Eletronicos;121.43;60
460;project;Livros;196.38;78
461;wide;Roupas;531.51;23
462;degree;Roupas;591.5;54
463;receive;Roupas;212.63;34
464;detail;Moveis;129.57;59
465;seat;Moveis;583.7;12
466;democratic;Eletronicos;677.01;67
467;trip;Eletronicos;619.57;11
468;culture;Eletronicos;755.21;13
469;modern;Eletronicos;193.83;99
470;better;Livros;451.09;65
471;major;Moveis;764.73;92
472;wide;Livros;527.41;94
473;chair;Livros;233.19;29
474;represent;Livros;144.61;95
475;pick;Moveis;767.8;58
476;box;Livros;18.23;15
477;rule;Livros;349.85;99
478;example;Eletronicos;814.4;24
479;anything;Livros;607.11;24
480;believe;Roupas;323.02;31
481;into;Roupas;330.14;8
482;structure;Moveis;854.0;64
483;thank;Livros;696.09;55
484;development;Moveis;826.17;93
485;fish;Eletronicos;804.62;75
486;rest;Livros;863.08;78
487;kid;Roupas;806.96;85
488;movement;Roupas;331.83;69
489;exist;Roupas;722.68;11
490;recent;Eletronicos;632.64;97
491;enter;Moveis;791.22;51
492;treatment;Eletronicos;229.46;84
493;eight;Moveis;73.68;10
494;through;Livros;851.61;86
495;item;Moveis;926.09;12
496;police;Eletronicos;138.76;85
497;line;Roupas;763.72;24
498;seek;Roupas;974.62;95
499;improve;Roupas;80.56;42
500;fish;Roupas;777.44;57
501;low;Eletronicos;319.18;96
502;require;Roupas;666.73;67
503;sort;Moveis;672.48;14
504;stuff;Moveis;244.43;56
505;vote;Moveis;408.57;33
506;camera;Moveis;777.74;33
507;pay;Roupas;235.18;91
508;size;Livros;442.42;16
509;see;Moveis;386.68;54
510;somebody;Eletronicos;273.89;13
511;move;Roupas;451.06;37
512;policy;Moveis;478.9;78
513;voice;Eletronicos;96.52;24
514;more;Moveis;783.64;3
515;nearly;Moveis;709.97;92
516;me;Moveis;497.86;12
517;those;Roupas;626.83;77
518;fact;Moveis;758.05;9
519;no;Roupas;458.25;77
520;beyond;Livros;201.51;40
521;value;Moveis;615.57;57
522;Mrs;Eletronicos;685.06;35
523;especially;Roupas;532.58;72
524;people;Livros;995.61;49
525;former;Eletronicos;619.38;74
526;side;Roupas;278.23;96
527;bad;Eletronicos;435.38;49
528;continue;Roupas;412.45;23
529;whose;Livros;947.86;55
530;know;Roupas;557.88;93
531;arm;Roupas;801.61;73
532;doctor;Livros;957.94;17
533;so;Livros;65.37;23
534;billion;Livros;167.62;23
535;save;Eletronicos;788.66;56
536;type;Eletronicos;571.21;42
537;business;Roupas;561.3;80
538;society;Roupas;498.79;84
539;charge;Roupas;386.97;54
540;activity;Livros;503.22;3
541;few;Roupas;923.69;72
542;state;Livros;657.29;53
543;rock;Roupas;196.57;25
544;song;Moveis;570.67;97
545;fall;Roupas;55.39;81
546;those;Eletronicos;698.23;31
547;only;Roupas;669.45;26
548;street;Eletronicos;970.1;58
549;man;Roupas;164.46;83
550;peace;Moveis;478.68;25
551;evidence;Moveis;968.84;18
552;story;Moveis;548.56;89
553;may;Roupas;56.81;60
554;long;Livros;976.89;69
555;former;Moveis;10.71;95
556;before;Livros;356.37;1
557;other;Livros;381.94;96
558;church;Livros;417.57;40
559;environmental;Eletronicos;184.08;18
560;culture;Moveis;425.58;33
561;food;Roupas;525.25;87
562;thus;Roupas;332.29;27
563;generation;Eletronicos;142.27;45
564;at;Roupas;865.65;1
565;reality;Livros;353.31;84
566;person;Moveis;517.32;20
567;enjoy;Eletronicos;965.98;90
568;take;Eletronicos;775.46;77
569;house;Moveis;725.31;50
570;effort;Eletronicos;994.79;18
571;actually;Moveis;814.27;53
572;worry;Eletronicos;366.49;21
573;open;Livros;542.87;87
574;would;Livros;936.75;84
575;school;Roupas;412.58;99
576;organization;Moveis;320.21;35
577;meeting;Eletronicos;239.23;97
578;system;Roupas;992.3;59
579;grow;Eletronicos;746.7;73
580;own;Moveis;702.48;42
581;modern;Livros;986.98;58
582;relationship;Moveis;748.11;33
583;window;Moveis;955.23;76
584;night;Eletronicos;338.37;98
585;thus;Livros;661.64;7
586;knowledge;Livros;759.84;15
587;environmental;Moveis;483.52;93
588;change;Eletronicos;487.73;73
589;technology;Moveis;709.39;54
590;interesting;Moveis;916.23;71
591;maybe;Livros;63.4;47
592;part;Livros;580.82;49
593;major;Moveis;656.66;64
594;organization;Eletronicos;304.56;69
595;power;Moveis;552.96;36
596;cost;Livros;101.79;97
597;page;Roupas;420.8;64
598;vote;Roupas;896.66;52
599;send;Livros;389.06;12
600;food;Moveis;20.12;91
601;appear;Moveis;661.57;85
602;people;Moveis;506.28;79
603;teacher;Roupas;267.88;22
604;method;Livros;405.44;30
605;business;Livros;936.96;4
606;relate;Livros;492.84;85
607;military;Roupas;888.07;36
608;measure;Livros;216.85;34
609;lose;Eletronicos;275.97;60
610;performance;Eletronicos;819.62;47
611;plant;Eletronicos;663.96;42
612;reason;Eletronicos;994.09;5
613;cost;Roupas;746.09;80
614;human;Livros;965.29;73
615;turn;Eletronicos;609.5;74
616;throughout;Roupas;180.34;50
617;life;Livros;311.72;48
618;while;Moveis;418.28;29
619;major;Livros;366.39;13
620;recent;Roupas;760.4;95
621;population;Livros;803.09;44
622;myself;Moveis;13.32;48
623;arrive;Moveis;476.49;59
624;fast;Moveis;315.16;49
625;here;Roupas;468.2;71
626;fact;Livros;115.55;58
627;second;Eletronicos;497.36;24
628;program;Moveis;462.31;50
629;environmental;Moveis;118.92;61
630;industry;Roupas;466.36;55
631;authority;Roupas;66.07;18
632;class;Eletronicos;250.65;3
633;increase;Eletronicos;952.02;52
634;administration;Roupas;424.94;9
635;generation;Moveis;892.21;81
636;director;Eletronicos;745.71;17
637;indicate;Livros;791.6;9
638;who;Roupas;40.78;12
639;ten;Moveis;360.38;93
640;already;Livros;266.17;41
641;character;Livros;83.07;7
642;newspaper;Roupas;459.66;99
643;focus;Eletronicos;442.85;52
644;western;Roupas;691.02;52
645;simply;Moveis;613.53;62
646;bar;Eletronicos;416.54;94
647;bad;Eletronicos;351.93;47
648;control;Moveis;222.03;86
649;particular;Moveis;618.31;43
650;near;Eletronicos;302.61;95
651;by;Roupas;533.25;100
652;lead;Eletronicos;31.32;11
653;serve;Livros;865.45;8
654;sort;Roupas;942.79;18
655;edge;Eletronicos;955.99;100
656;gas;Moveis;908.21;80
657;central;Moveis;453.35;10
658;establish;Livros;311.48;73
659;read;Roupas;192.06;87
660;dinner;Livros;133.85;52
661;firm;Roupas;321.7;67
662;need;Eletronicos;641.78;58
663;stage;Eletronicos;766.71;29
664;someone;Roupas;192.48;100
665;challenge;Eletronicos;164.83;29
666;parent;Eletronicos;748.32;64
667;build;Moveis;815.27;73
668;by;Roupas;819.68;69
669;particularly;Moveis;391.09;55
670;produce;Moveis;347.81;5
671;interest;Eletronicos;211.22;46
672;example;Eletronicos;116.64;47
673;national;Livros;890.99;14
674;often;Livros;22.63;30
675;seat;Eletronicos;652.08;9
676;view;Moveis;278.34;34
677;inside;Livros;385.18;50
678;trial;Roupas;835.35;94
679;spring;Livros;800.46;48
680;culture;Moveis;977.14;68
681;part;Livros;11.52;57
682;these;Eletronicos;237.15;76
683;science;Roupas;240.79;69
684;class;Roupas;19.87;86
685;our;Roupas;993.26;86
686;him;Roupas;155.31;17
687;state;Moveis;225.48;99
688;behavior;Eletronicos;656.43;53
689;class;Roupas;442.8;85
690;level;Livros;207.77;37
691;blue;Roupas;63.1;24
692;father;Moveis;186.55;63
693;study;Livros;922.71;25
694;particularly;Eletronicos;976.71;66
695;yeah;Moveis;301.2;74
696;also;Livros;642.32;51
697;business;Moveis;830.3;53
698;possible;Livros;566.39;85
699;including;Livros;192.5;2
700;want;Livros;12.67;82
701;peace;Roupas;339.54;62
702;responsibility;Livros;948.53;0
703;nation;Eletronicos;364.01;56
704;gun;Moveis;994.79;41
705;laugh;Roupas;427.51;4
706;call;Moveis;29.45;55
707;real;Livros;314.93;95
708;soldier;Roupas;341.12;9
709;other;Roupas;883.36;48
710;sport;Eletronicos;445.24;36
711;food;Roupas;472.84;47
712;challenge;Eletronicos;127.66;37
713;tend;Livros;633.52;7
714;top;Livros;202.56;52
715;wife;Roupas;564.83;19
716;federal;Roupas;710.69;8
717;walk;Roupas;779.18;5
718;half;Moveis;215.31;14
719;nice;Livros;111.22;35
720;history;Moveis;979.28;43
721;end;Livros;776.91;5
722;really;Moveis;546.5;87
723;sure;Livros;614.86;44
724;civil;Moveis;21.01;15
725;his;Livros;853.03;59
726;because;Moveis;281.43;98
727;nearly;Moveis;119.82;49
728;keep;Eletronicos;43.89;52
729;figure;Eletronicos;446.6;1
730;hospital;Roupas;862.87;29
731;nor;Eletronicos;990.11;26
732;collection;Eletronicos;296.61;85
733;strong;Eletronicos;257.11;91
734;pull;Livros;94.45;6
735;value;Eletronicos;328.92;62
736;interest;Eletronicos;173.49;61
737;control;Eletronicos;350.98;5
738;law;Livros;827.07;75
739;consider;Moveis;700.1;25
740;evidence;Moveis;811.07;82
741;goal;Eletronicos;786.43;45
742;PM;Livros;521.03;37
743;mission;Roupas;372.93;93
744;evidence;Moveis;134.65;17
745;spring;Livros;907.23;3
746;citizen;Moveis;386.99;30
747;mention;Eletronicos;229.73;83
748;mention;Eletronicos;136.49;2
749;husband;Eletronicos;249.54;49
750;look;Roupas;980.37;33
751;same;Roupas;121.39;45
752;discussion;Moveis;769.74;18
753;form;Roupas;415.9;72
754;Mr;Moveis;272.4;97
755;computer;Livros;919.73;53
756;shoulder;Livros;93.67;40
757;new;Livros;91.0;38
758;city;Eletronicos;231.15;52
759;wish;Livros;746.26;43
760;follow;Livros;945.91;68
761;ten;Livros;552.55;36
762;board;Roupas;597.12;91
763;sure;Roupas;73.76;41
764;treat;Eletronicos;702.08;24
765;pass;Livros;820.05;24
766;tend;Livros;997.5;76
767;determine;Eletronicos;517.2;65
768;stop;Eletronicos;182.94;87
769;one;Livros;669.78;39
770;traditional;Livros;680.08;89
771;total;Roupas;64.19;14
772;six;Moveis;186.18;7
773;college;Moveis;792.98;99
774;company;Roupas;789.41;45
775;five;Livros;111.29;24
776;front;Eletronicos;449.79;41
777;participant;Roupas;596.45;63
778;foot;Moveis;430.48;7
779;we;Eletronicos;207.88;41
780;again;Roupas;345.66;5
781;receive;Moveis;626.96;6
782;become;Livros;274.44;63
783;its;Livros;197.49;31
784;while;Roupas;659.47;80
785;office;Roupas;152.68;50
786;bad;Eletronicos;494.91;59
787;give;Eletronicos;17.6;11
788;buy;Moveis;952.0;54
789;space;Roupas;777.78;34
790;bank;Livros;160.06;25
791;myself;Roupas;548.77;95
792;away;Livros;418.25;57
793;above;Moveis;125.29;8
794;high;Moveis;678.72;31
795;our;Moveis;700.47;94
796;clearly;Moveis;374.69;50
797;manager;Livros;132.62;66
798;government;Roupas;529.18;68
799;town;Eletronicos;13.0;58
800;thousand;Eletronicos;938.72;58
801;door;Moveis;274.2;17
802;difference;Roupas;48.04;97
803;during;Roupas;463.33;39
804;shake;Moveis;509.02;47
805;television;Roupas;80.96;50
806;strategy;Livros;246.31;44
807;game;Livros;321.33;35
808;body;Livros;192.79;9
809;store;Eletronicos;383.59;16
810;professor;Eletronicos;639.63;80
811;face;Moveis;369.12;27
812;media;Roupas;835.5;48
813;against;Roupas;525.93;8
814;under;Roupas;506.96;23
815;street;Moveis;254.14;38
816;room;Moveis;746.46;23
817;bank;Roupas;516.58;58
818;often;Livros;829.53;25
819;not;Moveis;238.19;45
820;forget;Roupas;497.08;99
821;option;Eletronicos;734.45;68
822;dream;Roupas;100.24;64
823;edge;Eletronicos;94.05;68
824;performance;Moveis;862.68;31
825;he;Roupas;512.87;96
826;cell;Livros;990.65;76
827;exactly;Roupas;194.84;72
828;society;Moveis;727.42;85
829;believe;Eletronicos;819.84;97
830;my;Roupas;264.05;2
831;line;Eletronicos;292.75;96
832;music;Moveis;703.32;83
833;over;Livros;674.85;94
834;available;Livros;239.82;73
835;adult;Livros;31.58;92
836;number;Roupas;759.15;100
837;get;Eletronicos;177.45;48
838;recent;Roupas;627.59;10
839;probably;Eletronicos;41.32;72
840;artist;Roupas;979.86;89
841;cost;Eletronicos;740.59;64
842;concern;Livros;744.07;80
843;painting;Moveis;705.76;38
844;difference;Roupas;911.88;59
845;different;Livros;328.68;24
846;sometimes;Roupas;115.93;96
847;expect;Livros;742.35;98
848;result;Roupas;61.53;95
849;figure;Livros;337.44;28
850;discuss;Roupas;33.65;43
851;security;Eletronicos;610.49;99
852;course;Roupas;694.28;27
853;poor;Roupas;294.24;18
854;star;Livros;767.0;66
855;that;Livros;898.31;85
856;ago;Livros;105.5;22
857;most;Eletronicos;143.2;18
858;majority;Moveis;974.84;0
859;call;Roupas;885.99;6
860;coach;Moveis;793.14;9
861;try;Livros;718.63;56
862;but;Eletronicos;912.1;6
863;against;Moveis;993.42;85
864;it;Eletronicos;394.21;55
865;none;Livros;64.78;51
866;help;Eletronicos;538.43;100
867;trouble;Moveis;976.85;55
868;goal;Moveis;602.31;6
869;world;Livros;443.1;67
870;hold;Livros;115.62;89
871;visit;Roupas;184.01;46
872;draw;Roupas;901.38;99
873;current;Eletronicos;978.26;53
874;shoulder;Livros;242.78;9
875;left;Eletronicos;296.79;100
876;test;Livros;59.41;57
877;than;Livros;48.61;1
